	CodigoMatricula	NroCuota	FechaCompromiso	MonedaCuota
7251	10232270A20756	9	2023-10-06 00:00:00,000	soles
7252	10281817A20228	10	2023-08-23 00:00:00,000	soles
7253	9987321A20984	8	2023-10-21 00:00:00,000	soles
7254	10078037A21294	5	2023-12-15 00:00:00,000	soles
7255	10078037A21294	6	2023-12-18 00:00:00,000	soles
7256	10078037A21294	7	2023-12-18 00:00:00,000	soles
7257	10264325A20903	11	2023-10-18 00:00:00,000	soles
7258	10516692A24056	2	2023-11-27 00:00:00,000	soles
7259	10234186A19816	12	2024-02-17 00:00:00,000	soles
7260	9614422A23571	4	2023-12-30 00:00:00,000	soles
7261	10232270A20756	12	2024-01-05 00:00:00,000	soles
7262	10207832A19132	10	2024-01-22 00:00:00,000	soles
7263	9987321A20984	10	2023-12-22 00:00:00,000	soles
7264	10417477A23493	7	2024-03-25 00:00:00,000	soles
7265	10165957A19582	7	2024-09-30 00:00:00,000	soles
7266	10653636A26297	2	2024-08-27 00:00:00,000	soles
7267	10215420A24810	2	2024-07-29 00:00:00,000	soles
7268	10518268A24251	2	2024-03-07 00:00:00,000	soles
7269	9310134A23489	2	2024-03-05 00:00:00,000	soles
7270	9763035A24266	2	2024-04-04 00:00:00,000	soles
7271	9679928A26698	3	2024-12-02 00:00:00,000	soles
7272	10667448A23767	4	2024-10-31 00:00:00,000	soles
7273	10668489A25876	3	2024-09-24 00:00:00,000	soles
7274	10299815A262821	3	2024-10-11 00:00:00,000	soles
7275	10131625A24288	3	2024-09-04 00:00:00,000	soles
7276	10131625A24288	4	2024-10-10 00:00:00,000	soles
7277	10634543A23935	2	2025-02-19 00:00:00,000	soles
7278	10634543A23935	3	2025-02-19 00:00:00,000	soles
7279	10634543A23935	4	2025-02-19 00:00:00,000	soles
7280	10644067A25679	5	2024-11-20 00:00:00,000	soles
7281	10323815A25381	6	2025-01-31 00:00:00,000	soles
7282	10323815A25381	7	2025-04-04 00:00:00,000	soles
7283	10323815A25381	8	2025-04-04 00:00:00,000	soles
7284	10323815A25381	9	2025-04-04 00:00:00,000	soles
7285	10323815A25381	10	2025-04-04 00:00:00,000	soles
7286	9912724A25848	4	2024-09-03 00:00:00,000	soles
7287	9912724A25848	5	2024-10-02 00:00:00,000	soles
7288	9912724A25848	7	2024-12-06 00:00:00,000	soles
7289	10581728A25848	8	2024-12-30 00:00:00,000	soles
7290	10541092A23856	13	2024-12-13 00:00:00,000	soles
7291	9744561A23121	6	2024-09-25 00:00:00,000	soles
7292	10597303A23992	6	2024-10-15 00:00:00,000	soles
7293	24376A24278	3	2024-07-01 00:00:00,000	soles
7294	128634A23856	5	2024-09-20 00:00:00,000	soles
7295	10442616A21602	10	2024-04-05 00:00:00,000	soles
7296	10307598A22039	9	2024-04-01 00:00:00,000	soles
7297	10376947A21994	11	2024-02-05 00:00:00,000	soles
7298	10376947A21994	13	2024-04-05 00:00:00,000	soles
7299	9737746A23136	11	2024-02-19 00:00:00,000	soles
7300	10189343A21570	6	2024-04-05 00:00:00,000	soles
7301	10518342A21994	5	2024-03-01 00:00:00,000	soles
7302	10518342A21994	7	2024-07-08 00:00:00,000	soles
7303	10322999A21294	15	2024-03-26 00:00:00,000	soles
7304	10183523A23261	12	2024-04-30 00:00:00,000	soles
7305	10625158A24499	3	2024-08-20 00:00:00,000	soles
7306	10625158A24499	5	2024-12-03 00:00:00,000	soles
7307	10625158A24499	6	2024-12-03 00:00:00,000	soles
7308	10625158A24499	7	2025-01-15 00:00:00,000	soles
7309	10026583A24640	3	2024-09-05 00:00:00,000	soles
7310	10163628A24835	2	2024-11-05 00:00:00,000	soles
7311	9941941A19844	15	2025-01-06 00:00:00,000	soles
7312	10245015A19582	14	2024-05-31 00:00:00,000	soles
7313	10386197A23261	12	2024-04-04 00:00:00,000	soles
7314	10386197A23261	11	2024-04-04 00:00:00,000	soles
7315	10512279A23821	8	2024-04-19 00:00:00,000	soles
7316	10518268A24251	3	2024-04-08 00:00:00,000	soles
7317	9775347A23528	7	2024-01-29 00:00:00,000	soles
7318	9775347A23528	8	2024-02-10 00:00:00,000	soles
7319	9635960A23291	10	2024-02-27 00:00:00,000	soles
7320	10521698A23931	4	2024-01-31 00:00:00,000	soles
7321	9845861A20960	15	2024-04-06 00:00:00,000	soles
7322	9310134A23489	3	2024-04-03 00:00:00,000	soles
7323	24376A24278	2	2024-04-09 00:00:00,000	soles
7324	10346283A21139	13	2024-04-08 00:00:00,000	soles
7325	10188550A22769	10	2024-01-26 00:00:00,000	soles
7326	10004878A20056	9	2024-01-30 00:00:00,000	soles
7327	9055052A24251	2	2024-01-15 00:00:00,000	soles
7328	10103438A23554	8	2024-02-15 00:00:00,000	soles
7329	9845861A20960	14	2024-02-20 00:00:00,000	soles
7330	10526660A23856	3	2023-12-12 00:00:00,000	soles
7331	10526660A23856	4	2023-12-12 00:00:00,000	soles
7332	10526660A23856	5	2023-12-12 00:00:00,000	soles
7333	10526660A23856	6	2023-12-12 00:00:00,000	soles
7334	10526660A23856	7	2023-12-12 00:00:00,000	soles
7335	10608360A25741	9	2024-12-06 00:00:00,000	soles
7336	10298367A23485	13	2024-07-24 00:00:00,000	soles
7337	9362162A21602	9	2024-06-15 00:00:00,000	soles
7338	10374949A23485	7	2024-03-02 00:00:00,000	soles
7339	10374949A23485	10	2024-10-14 00:00:00,000	soles
7340	10589760A25362	5	2024-07-11 00:00:00,000	soles
7341	10275303A22769	17	2024-09-11 00:00:00,000	soles
7342	10576935A25425	5	2024-07-24 00:00:00,000	soles
7343	10576935A25425	6	2024-08-30 00:00:00,000	soles
7344	10576935A25425	10	2024-09-18 00:00:00,000	soles
7345	10508915A23821	10	2024-07-15 00:00:00,000	soles
7346	10508915A23821	11	2024-07-19 00:00:00,000	soles
7347	10508915A23821	12	2024-07-17 00:00:00,000	soles
7348	10093759A23777	10	2024-06-05 00:00:00,000	soles
7349	10093759A23777	11	2024-07-10 00:00:00,000	soles
7350	10093759A23777	12	2024-08-27 00:00:00,000	soles
7351	10093759A23777	13	2024-09-11 00:00:00,000	soles
7352	10093759A23777	14	2024-10-17 00:00:00,000	soles
7353	10483336A23777	10	2024-06-18 00:00:00,000	soles
7354	10483336A23777	11	2024-07-19 00:00:00,000	soles
7355	10483336A23777	12	2024-08-29 00:00:00,000	soles
7356	10483336A23777	13	2024-09-30 00:00:00,000	soles
7357	10483336A23777	14	2024-09-26 00:00:00,000	soles
7358	10195886A23759	12	2024-08-28 00:00:00,000	soles
7359	10195886A23759	14	2024-10-30 00:00:00,000	soles
7360	10195886A23759	15	2024-10-30 00:00:00,000	soles
7361	10561165A23776	4	2024-05-01 00:00:00,000	soles
7362	10561165A23776	5	2024-05-28 00:00:00,000	soles
7363	9688761A23840	4	2024-11-06 00:00:00,000	soles
7364	9688761A23840	5	2024-11-06 00:00:00,000	soles
7365	9688761A23840	6	2024-11-06 00:00:00,000	soles
7366	9688761A23840	7	2024-11-06 00:00:00,000	soles
7367	10563842A24187	2	2024-02-16 00:00:00,000	soles
7368	10580933A25050	6	2024-07-25 00:00:00,000	soles
7369	10664565A24752	4	2024-11-04 00:00:00,000	soles
7370	10555535A24299	9	2024-09-03 00:00:00,000	soles
7371	10586432A25394	6	2024-08-30 00:00:00,000	soles
7372	10092964A24187	5	2024-05-28 00:00:00,000	soles
7373	10539277A24251	3	2024-08-30 00:00:00,000	soles
7374	10288419A23888	5	2024-03-11 00:00:00,000	soles
7375	10288419A23888	6	2024-03-11 00:00:00,000	soles
7376	9706071A26034	3	2025-01-02 00:00:00,000	soles
7377	10267569A21838	20	2025-01-31 00:00:00,000	soles
7378	9695771A23714	10	2024-12-11 00:00:00,000	soles
7379	9695771A23714	7	2024-10-01 00:00:00,000	soles
7380	9695771A23714	8	2024-10-01 00:00:00,000	soles
7381	9695771A23714	9	2024-12-11 00:00:00,000	soles
7382	10497133A22606	6	2024-09-03 00:00:00,000	soles
7383	10598134A25522	6	2024-08-27 00:00:00,000	soles
7384	10598134A25522	8	2024-10-28 00:00:00,000	soles
7385	9492550A22991	7	2025-01-25 00:00:00,000	soles
7386	10299159A24719	6	2024-11-04 00:00:00,000	soles
7387	10299159A24719	8	2025-01-04 00:00:00,000	soles
7388	193536A23931	11	2025-01-22 00:00:00,000	soles
7389	9845521A22223	4	2024-02-29 00:00:00,000	soles
7390	10442616A21602	9	2024-03-12 00:00:00,000	soles
7391	10115125A22167	7	2023-12-22 00:00:00,000	soles
7392	10115125A22167	8	2024-01-18 00:00:00,000	soles
7393	10284102A21294	11	2024-02-15 00:00:00,000	soles
7394	9622237A21294	11	2024-02-22 00:00:00,000	soles
7395	9878874A22791	11	2024-02-16 00:00:00,000	soles
7396	9878874A22791	12	2024-02-21 00:00:00,000	soles
7397	10365483A23092	11	2024-05-04 00:00:00,000	soles
7398	10365483A23092	12	2024-05-31 00:00:00,000	soles
7399	10365483A23092	13	2024-06-30 00:00:00,000	soles
7400	9463593A21838	8	2024-07-20 00:00:00,000	soles
7401	9463593A21838	9	2024-07-26 00:00:00,000	soles
7402	9841883A21838	9	2024-06-28 00:00:00,000	soles
7403	10441090A23485	8	2024-06-04 00:00:00,000	soles
7404	10441090A23485	10	2024-07-05 00:00:00,000	soles
7405	193536A23931	7	2024-05-08 00:00:00,000	soles
7406	193536A23931	10	2024-08-22 00:00:00,000	soles
7407	10292360A24499	6	2024-07-13 00:00:00,000	soles
7408	10292360A24499	8	2024-10-02 00:00:00,000	soles
7409	10220735A24317	3	2024-03-20 00:00:00,000	soles
7410	10220735A24317	4	2024-04-06 00:00:00,000	soles
7411	10220735A24317	5	2024-05-05 00:00:00,000	soles
7412	10156746A19988	20	2024-06-01 00:00:00,000	soles
7413	10156746A19988	21	2024-07-02 00:00:00,000	soles
7414	10156746A19988	22	2024-07-31 00:00:00,000	soles
7415	10512279A23821	9	2024-08-06 00:00:00,000	soles
7416	9763035A24266	5	2024-09-04 00:00:00,000	soles
7417	9803347A23856	6	2024-05-11 00:00:00,000	soles
7418	10469182A23528	9	2024-04-24 00:00:00,000	soles
7419	10447774A23528	10	2024-05-06 00:00:00,000	soles
7420	10188550A22769	12	2024-03-26 00:00:00,000	soles
7421	10188550A22769	11	2024-02-26 00:00:00,000	soles
7422	10441090A23485	7	2024-04-11 00:00:00,000	soles
7423	9042979A21294	11	2024-04-25 00:00:00,000	soles
7424	10416274A21294	11	2024-03-19 00:00:00,000	soles
7425	10495247A21258	7	2024-03-22 00:00:00,000	soles
7426	13075A23777	4	2024-04-05 00:00:00,000	soles
7427	65534A19132	6	2024-04-11 00:00:00,000	soles
7428	9362162A21602	8	2024-04-28 00:00:00,000	soles
7429	10512279A23821	8	2024-05-08 00:00:00,000	soles
7430	10188550A22769	13	2024-05-17 00:00:00,000	soles
7431	9310134A23489	4	2024-05-22 00:00:00,000	soles
7432	10603376A25435	7	2024-10-23 00:00:00,000	soles
7433	10603376A25435	9	2024-12-30 00:00:00,000	soles
7434	10563699A24187	12	2025-01-17 00:00:00,000	soles
7435	10580933A25050	8	2024-10-01 00:00:00,000	soles
7436	10586432A25394	7	2024-10-04 00:00:00,000	soles
7437	10511684A24299	10	2024-09-18 00:00:00,000	soles
7438	10555535A24299	12	2024-12-05 00:00:00,000	soles
7439	10512279A23821	16	2024-12-27 00:00:00,000	soles
7440	10354066A23307	10	2024-11-14 00:00:00,000	soles
7441	10354066A23307	11	2024-11-14 00:00:00,000	soles
7442	9688761A23840	8	2025-01-06 00:00:00,000	soles
7443	9628765A24043	7	2025-01-22 00:00:00,000	soles
7444	10620095A25381	9	2024-12-30 00:00:00,000	soles
7445	10561165A23776	6	2025-01-27 00:00:00,000	soles
7446	10589760A25362	10	2024-12-28 00:00:00,000	soles
7447	10004878A20056	12	2025-02-05 00:00:00,000	soles
7448	10004878A20056	11	2025-02-05 00:00:00,000	soles
7449	9688761A23840	9	2025-02-18 00:00:00,000	soles
7450	9688761A23840	10	2025-02-18 00:00:00,000	soles
7451	9688761A23840	11	2025-02-18 00:00:00,000	soles
7452	10650731A24288	5	2024-11-26 00:00:00,000	soles
7453	10621326A25901	8	2025-01-03 00:00:00,000	soles
7454	9813663A19844	14	2024-11-08 00:00:00,000	soles
7455	10387660A23759	12	2025-01-20 00:00:00,000	soles
7456	10387660A23759	13	2025-02-25 00:00:00,000	soles
7457	10585959A25425	5	2024-10-01 00:00:00,000	soles
7458	10585959A25425	7	2024-12-12 00:00:00,000	soles
7459	184769A23281	5	2024-12-30 00:00:00,000	soles
7460	9319398A19132	11	2024-03-14 00:00:00,000	soles
7461	10231498A23122	10	2024-08-31 00:00:00,000	soles
7462	10152212A25726	6	2024-12-02 00:00:00,000	soles
7463	10635775A24425	7	2024-11-25 00:00:00,000	soles
7464	10635775A24425	8	2024-12-26 00:00:00,000	soles
7465	9411080A22167	13	2024-04-20 00:00:00,000	soles
7466	166189A24097	13	2024-11-08 00:00:00,000	soles
7467	10137426A23476	11	2024-07-25 00:00:00,000	soles
7468	9403931A22784	14	2024-11-18 00:00:00,000	soles
7469	9906549A23092	19	2024-09-10 00:00:00,000	soles
7470	9411080A22167	16	2024-06-12 00:00:00,000	soles
7471	10211951A24278	7	2024-08-24 00:00:00,000	soles
7472	10211951A24278	8	2024-09-04 00:00:00,000	soles
7473	10211951A24278	9	2024-10-08 00:00:00,000	soles
7474	10510680A23834	11	2024-10-11 00:00:00,000	soles
7475	10343641A24251	3	2024-03-14 00:00:00,000	soles
7476	10343641A24251	5	2024-05-15 00:00:00,000	soles
7477	10343641A24251	6	2024-06-11 00:00:00,000	soles
7478	10558381A24278	3	2024-03-30 00:00:00,000	soles
7479	10558381A24278	4	2024-04-29 00:00:00,000	soles
7480	10558381A24278	6	2024-09-02 00:00:00,000	soles
7481	10558381A24278	7	2024-10-30 00:00:00,000	soles
7482	10558381A24278	8	2024-10-30 00:00:00,000	soles
7483	9823608A25879	4	2024-09-13 00:00:00,000	soles
7484	9823608A25879	5	2024-10-14 00:00:00,000	soles
7485	10408470A21602	13	2025-01-31 00:00:00,000	soles
7486	9507658A24719	7	2024-10-11 00:00:00,000	soles
7487	10302529A23528	17	2024-12-20 00:00:00,000	soles
7488	10480044A21838	6	2024-02-15 00:00:00,000	soles
7489	10129385A24332	6	2024-08-20 00:00:00,000	soles
7490	10480044A21838	8	2024-06-01 00:00:00,000	soles
7491	10480044A21838	10	2024-07-17 00:00:00,000	soles
7492	10408470A21602	10	2024-08-14 00:00:00,000	soles
7493	10408470A21602	11	2024-08-14 00:00:00,000	soles
7494	10408470A21602	11	2024-08-31 00:00:00,000	soles
7495	10073230A23196	8	2024-03-03 00:00:00,000	soles
7496	10073230A23196	9	2024-03-31 00:00:00,000	soles
7497	9411080A22167	12	2024-02-29 00:00:00,000	soles
7498	9813663A19844	12	2024-03-30 00:00:00,000	soles
7499	9332315A21838	11	2024-05-06 00:00:00,000	soles
7500	9703002A23261	13	2024-08-04 00:00:00,000	soles
7501	9703002A23261	14	2024-08-04 00:00:00,000	soles
7502	9703002A23261	14	2024-09-10 00:00:00,000	soles
7503	9411080A22167	15	2024-05-21 00:00:00,000	soles
7504	10343641A24251	9	2024-10-01 00:00:00,000	soles
7505	10343641A24251	10	2024-10-05 00:00:00,000	soles
7506	10343641A24251	11	2024-11-30 00:00:00,000	soles
7507	10343641A24251	12	2025-01-01 00:00:00,000	soles
7508	10197431A24236	7	2024-10-14 00:00:00,000	soles
7509	10088064A24299	10	2025-01-15 00:00:00,000	soles
7510	10088064A24299	11	2025-01-15 00:00:00,000	soles
7511	10650731A24288	6	2024-12-16 00:00:00,000	soles
7512	10129385A24332	8	2024-11-11 00:00:00,000	soles
7513	10302529A23528	16	2024-12-12 00:00:00,000	soles
7514	10558381A24278	10	2024-12-13 00:00:00,000	soles
7515	9522255A24043	12	2025-01-13 00:00:00,000	soles
7516	10274782A23856	10	2025-02-03 00:00:00,000	soles
7517	10073230A23196	13	2025-02-19 00:00:00,000	soles
7518	10073230A23196	14	2025-02-24 00:00:00,000	soles
7519	10650731A24288	7	2025-02-04 00:00:00,000	soles
7520	288571A23714	4	2024-01-18 00:00:00,000	soles
7521	10462814A21502	11	2024-06-04 00:00:00,000	soles
7522	12822A21450	5	2024-04-11 00:00:00,000	soles
7523	12822A21450	8	2024-07-15 00:00:00,000	soles
7524	12822A21450	10	2024-09-12 00:00:00,000	soles
7525	10197771A21838	6	2024-04-18 00:00:00,000	soles
7526	10121754A23493	11	2024-05-06 00:00:00,000	soles
7527	10479711A23759	7	2024-02-23 00:00:00,000	soles
7528	10555437A21838	8	2024-08-12 00:00:00,000	soles
7529	30613A20260	10	2024-08-27 00:00:00,000	soles
7530	30613A20260	11	2024-09-30 00:00:00,000	soles
7531	30613A20260	12	2024-10-31 00:00:00,000	soles
7532	10361589A21294	7	2024-07-12 00:00:00,000	soles
7533	10361589A21294	8	2024-08-10 00:00:00,000	soles
7534	10440298A21294	6	2024-08-31 00:00:00,000	soles
7535	10419768A21838	16	2024-11-16 00:00:00,000	soles
7536	10419768A21838	12	2024-10-05 00:00:00,000	soles
7537	10419768A21838	13	2024-10-05 00:00:00,000	soles
7538	10419768A21838	15	2024-11-08 00:00:00,000	soles
7539	9055683A25413	2	2024-12-12 00:00:00,000	soles
7540	10359655A23485	13	2024-08-14 00:00:00,000	soles
7541	10359655A23485	14	2024-10-04 00:00:00,000	soles
7542	10359655A23485	15	2025-01-03 00:00:00,000	soles
7543	3143A23759	10	2024-08-07 00:00:00,000	soles
7544	3143A23759	11	2024-08-14 00:00:00,000	soles
7545	3143A23759	12	2024-09-21 00:00:00,000	soles
7546	3143A23759	13	2024-09-30 00:00:00,000	soles
7547	3143A23759	14	2024-10-31 00:00:00,000	soles
7548	3143A23759	14	2025-01-25 00:00:00,000	soles
7549	9780173A24440	4	2024-07-16 00:00:00,000	soles
7550	9780173A24440	8	2024-11-02 00:00:00,000	soles
7551	10561701A24317	5	2025-01-21 00:00:00,000	soles
7552	10555437A21838	11	2024-10-30 00:00:00,000	soles
7553	10555437A21838	13	2025-01-04 00:00:00,000	soles
7554	3143A23759	7	2024-02-28 00:00:00,000	soles
7555	165725A21838	12	2024-02-01 00:00:00,000	soles
7556	10569821A25200	5	2024-06-14 00:00:00,000	soles
7557	10569821A25200	6	2024-07-08 00:00:00,000	soles
7558	10569821A25200	8	2024-09-12 00:00:00,000	soles
7559	105802A21294	2	2024-01-18 00:00:00,000	soles
7560	105802A21294	3	2024-02-24 00:00:00,000	soles
7561	105802A21294	4	2024-03-22 00:00:00,000	soles
7562	105802A21294	7	2024-06-15 00:00:00,000	soles
7563	105802A21294	8	2024-07-16 00:00:00,000	soles
7564	105802A21294	9	2024-08-23 00:00:00,000	soles
7565	105802A21294	10	2024-09-14 00:00:00,000	soles
7566	10050454A23689	8	2024-02-21 00:00:00,000	soles
7567	10050454A23689	9	2024-03-30 00:00:00,000	soles
7568	10050454A23689	10	2024-05-02 00:00:00,000	soles
7569	10050454A23689	11	2024-04-30 00:00:00,000	soles
7570	9722434A25745	2	2024-07-27 00:00:00,000	soles
7571	10147839A21010	13	2024-06-01 00:00:00,000	soles
7572	3143A23759	8	2024-04-12 00:00:00,000	soles
7573	10274236A22167	12	2024-06-01 00:00:00,000	soles
7574	9723967A20858	15	2024-05-20 00:00:00,000	soles
7575	10305840A23291	11	2024-04-30 00:00:00,000	soles
7576	10570871A24440	7	2024-11-22 00:00:00,000	soles
7577	10658191A24975	2	2024-09-14 00:00:00,000	soles
7578	10092256A26423	2	2024-09-05 00:00:00,000	soles
7579	10668282A26456	2	2024-09-04 00:00:00,000	soles
7580	120593A25413	2	2024-06-02 00:00:00,000	soles
7581	9498270A24499	2	2024-11-30 00:00:00,000	soles
7582	7118A23518	7	2024-03-07 00:00:00,000	soles
7583	31795A23346	8	2024-05-03 00:00:00,000	soles
7584	31795A23346	10	2024-07-02 00:00:00,000	soles
7585	10516692A24056	4	2024-01-23 00:00:00,000	soles
7586	10516692A24056	5	2024-02-29 00:00:00,000	soles
7587	10492833A22039	7	2024-03-31 00:00:00,000	soles
7588	9669808A22991	10	2024-06-07 00:00:00,000	soles
7589	9669808A22991	11	2024-06-28 00:00:00,000	soles
7590	10140281A23047	8	2024-06-03 00:00:00,000	soles
7591	73101A16303	13	2024-07-01 00:00:00,000	soles
7592	73101A16303	14	2024-10-25 00:00:00,000	soles
7593	10376943A23196	9	2024-02-07 00:00:00,000	soles
7594	10312201A21602	9	2024-03-16 00:00:00,000	soles
7595	10516828A21258	7	2024-04-29 00:00:00,000	soles
7596	10516828A21258	8	2024-06-13 00:00:00,000	soles
7597	10516828A21258	9	2024-06-13 00:00:00,000	soles
7598	10365263A21294	10	2024-04-17 00:00:00,000	soles
7599	10365263A21294	12	2024-06-07 00:00:00,000	soles
7600	139672A21258	11	2024-06-13 00:00:00,000	soles
7601	10637767A25413	2	2024-07-03 00:00:00,000	soles
7602	10637767A25413	4	2024-09-11 00:00:00,000	soles
7603	10301118A23470	11	2024-05-02 00:00:00,000	soles
7604	9489922A22791	10	2024-01-24 00:00:00,000	soles
7605	9489922A22791	11	2024-02-29 00:00:00,000	soles
7606	191851A23777	9	2024-04-13 00:00:00,000	soles
7607	10324004A24267	4	2024-04-19 00:00:00,000	soles
7608	9522189A20960	16	2024-01-17 00:00:00,000	soles
7609	9385940A21080	6	2024-01-30 00:00:00,000	soles
7610	10301118A23470	9	2024-03-15 00:00:00,000	soles
7611	10131075A23307	15	2024-01-24 00:00:00,000	soles
7612	10131075A23307	16	2024-01-24 00:00:00,000	soles
7613	191851A23777	7	2024-02-14 00:00:00,000	soles
7614	191851A23777	8	2024-03-04 00:00:00,000	soles
7615	10324004A24267	2	2024-02-23 00:00:00,000	soles
7616	10324004A24267	3	2024-03-22 00:00:00,000	soles
7617	10359483A21294	10	2024-07-31 00:00:00,000	soles
7618	10359483A21294	11	2024-07-31 00:00:00,000	soles
7619	120593A25413	5	2024-08-31 00:00:00,000	soles
7620	10536159A21294	10	2024-09-02 00:00:00,000	soles
7621	10536159A21294	11	2024-10-14 00:00:00,000	soles
7622	10228650A21258	7	2024-07-09 00:00:00,000	soles
7623	10228650A21258	8	2024-08-12 00:00:00,000	soles
7624	9579732A21294	13	2024-12-23 00:00:00,000	soles
7625	118016A21838	13	2024-08-13 00:00:00,000	soles
7626	9614422A23571	15	2024-12-04 00:00:00,000	soles
7627	10130015A22606	7	2024-07-06 00:00:00,000	soles
7628	9891859A22606	8	2024-09-16 00:00:00,000	soles
7629	9669808A22991	12	2024-08-05 00:00:00,000	soles
7630	10604764A24440	5	2024-09-05 00:00:00,000	soles
7631	10604764A24440	8	2024-12-06 00:00:00,000	soles
7632	10604764A24440	9	2024-12-06 00:00:00,000	soles
7633	27364A24719	13	2025-01-07 00:00:00,000	soles
7634	9519496A19786	12	2024-08-19 00:00:00,000	soles
7635	10332871A21294	9	2024-01-15 00:00:00,000	soles
7636	9649754A21338	4	2024-01-15 00:00:00,000	soles
7637	10323474A22784	10	2024-02-20 00:00:00,000	soles
7638	10232270A20756	13	2024-02-06 00:00:00,000	soles
7639	10359483A21294	8	2024-02-15 00:00:00,000	soles
7640	10178447A21294	9	2024-02-07 00:00:00,000	soles
7641	153624A25413	2	2024-05-06 00:00:00,000	soles
7642	10417477A23493	13	2024-05-31 00:00:00,000	soles
7643	10417477A23493	14	2024-07-04 00:00:00,000	soles
7644	267913A21838	14	2024-05-04 00:00:00,000	soles
7645	9415529A23540	8	2024-04-24 00:00:00,000	soles
7646	9415529A23540	10	2024-06-19 00:00:00,000	soles
7647	10568705A24550	9	2024-10-01 00:00:00,000	soles
7648	10572571A24719	4	2024-05-08 00:00:00,000	soles
7649	10572571A24719	6	2024-07-09 00:00:00,000	soles
7650	27364A24719	5	2024-05-08 00:00:00,000	soles
7651	27364A24719	6	2024-05-31 00:00:00,000	soles
7652	27364A24719	8	2024-08-06 00:00:00,000	soles
7653	27364A24719	9	2024-09-02 00:00:00,000	soles
7654	27364A24719	10	2024-10-03 00:00:00,000	soles
7655	10305792A24317	4	2024-05-21 00:00:00,000	soles
7656	10305792A24317	5	2024-06-18 00:00:00,000	soles
7657	9981179A22606	9	2024-09-10 00:00:00,000	soles
7658	10368844A23271	12	2024-08-05 00:00:00,000	soles
7659	10375598A23196	11	2024-02-12 00:00:00,000	soles
7660	10375598A23196	12	2024-03-03 00:00:00,000	soles
7661	10200406A21602	12	2024-04-08 00:00:00,000	soles
7662	40775A22039	10	2024-03-30 00:00:00,000	soles
7663	10178447A21294	11	2024-05-23 00:00:00,000	soles
7664	10552775A21258	4	2024-03-19 00:00:00,000	soles
7665	10228650A21258	5	2024-05-16 00:00:00,000	soles
7666	10078037A21294	13	2024-05-22 00:00:00,000	soles
7667	10378543A24475	9	2024-12-15 00:00:00,000	soles
7668	10520863A26074	4	2024-08-31 00:00:00,000	soles
7669	10690360A26623	2	2024-10-19 00:00:00,000	soles
7670	10292556A26623	2	2024-10-28 00:00:00,000	soles
7671	10292556A26623	3	2024-12-20 00:00:00,000	soles
7672	10292556A26623	4	2025-02-10 00:00:00,000	soles
7673	10307476A26074	3	2024-09-02 00:00:00,000	soles
7674	17916A262721	3	2024-10-08 00:00:00,000	soles
7675	17916A262721	5	2025-01-29 00:00:00,000	soles
7676	9523159A25692	4	2024-07-02 00:00:00,000	soles
7677	9523159A25692	6	2024-09-05 00:00:00,000	soles
7678	9523159A25692	7	2024-12-18 00:00:00,000	soles
7679	10615140A24550	6	2024-10-01 00:00:00,000	soles
7680	10615140A24550	8	2024-12-06 00:00:00,000	soles
7681	10615140A24550	9	2025-04-04 00:00:00,000	soles
7682	9841258A25752	4	2024-08-24 00:00:00,000	soles
7683	10082675A23689	13	2025-01-13 00:00:00,000	soles
7684	9643921A23196	13	2024-04-05 00:00:00,000	soles
7685	9548098A24097	4	2024-05-02 00:00:00,000	soles
7686	9548098A24097	5	2024-04-30 00:00:00,000	soles
7687	10458658A21838	2	2024-01-31 00:00:00,000	soles
7688	9990296A25741	6	2024-09-04 00:00:00,000	soles
7689	10236750A25741	3	2024-07-04 00:00:00,000	soles
7690	10236750A25741	5	2024-09-03 00:00:00,000	soles
7691	10433755A25394	4	2024-08-07 00:00:00,000	soles
7692	10433755A25394	5	2024-08-07 00:00:00,000	soles
7693	10569471A24299	3	2024-05-29 00:00:00,000	soles
7694	10408266A21570	13	2024-08-30 00:00:00,000	soles
7695	10408266A21570	14	2024-09-16 00:00:00,000	soles
7696	10588286A25861	7	2024-12-07 00:00:00,000	soles
7697	9746905A24719	5	2024-11-16 00:00:00,000	soles
7698	9746905A24719	6	2024-12-02 00:00:00,000	soles
7699	9746905A24719	6	2024-12-31 00:00:00,000	soles
7700	9746905A24719	7	2024-11-30 00:00:00,000	soles
7701	10520863A26074	7	2025-01-05 00:00:00,000	soles
7702	10434036A24499	3	2024-04-13 00:00:00,000	soles
7703	10434036A24499	6	2024-07-11 00:00:00,000	soles
7704	10434036A24499	7	2024-08-29 00:00:00,000	soles
7705	10603022A25551	6	2024-10-09 00:00:00,000	soles
7706	10417190A23821	5	2024-09-15 00:00:00,000	soles
7707	10417190A23821	6	2024-09-21 00:00:00,000	soles
7708	10417190A23821	7	2024-09-20 00:00:00,000	soles
7709	10417190A23821	8	2024-09-21 00:00:00,000	soles
7710	9913319A25362	2	2024-05-31 00:00:00,000	soles
7711	10588286A25861	3	2024-09-09 00:00:00,000	soles
7712	10408266A21570	11	2024-05-02 00:00:00,000	soles
7713	10458658A21838	4	2024-05-06 00:00:00,000	soles
7714	10520863A26074	2	2024-07-23 00:00:00,000	soles
7715	10458658A21838	7	2024-07-29 00:00:00,000	soles
7716	10236750A25741	6	2024-10-03 00:00:00,000	soles
7717	10236750A25741	7	2024-12-06 00:00:00,000	soles
